	Facies	Formation	Well Name	Depth	GR	ILD_log10	DeltaPHI	PHIND	PE	NM_M	RELPOS
1221	3	B5 SH	LUKE G U	2761.0	76.4073359095	0.409	-0.53714733408	21.2630793058	3.00316986738	1	0.417
1222	3	B5 SH	LUKE G U	2761.5	77.6802174877	0.455	-1.78324139265	21.7660974185	3.04945986113	1	0.333
1223	3	B5 SH	LUKE G U	2762.0	76.1062048133	0.493	-3.39847702944	23.6150056116	2.92494907762	1	0.25
1224	3	B5 SH	LUKE G U	2762.5	72.3637364626	0.53	-5.6425824202	25.3535932609	2.75837858794	1	0.167
1225	3	B5 SH	LUKE G U	2763.0	64.0790741101	0.567	-5.39255318833	25.0560007347	2.59056763692	1	0.083
1226	8	B5 LM	LUKE G U	2763.5	49.3359104905	0.623	-2.5757329585	20.0102057611	2.80585539613	2	1.0
1227	8	B5 LM	LUKE G U	2764.0	33.5002604679	0.68	3.17237737778	13.3777232252	3.20674186977	2	0.944
1228	8	B5 LM	LUKE G U	2764.5	22.8308729083	0.651	6.40715024278	9.17465615444	3.78042381713	2	0.917
1229	8	B5 LM	LUKE G U	2765.0	20.1388245492	0.623	7.0537737931	8.9456656861	4.15958849116	2	0.889
1230	8	B5 LM	LUKE G U	2765.5	20.5816217894	0.586	6.17018295825	10.1123267827	4.34782609389	2	0.861
1231	8	B5 LM	LUKE G U	2766.0	20.2004761065	0.502	5.22348929084	11.9266690308	4.43023351275	2	0.833
1232	8	B5 LM	LUKE G U	2766.5	18.0818732124	0.409	4.61090621435	13.6695713004	4.48758562013	2	0.806
1233	8	B5 LM	LUKE G U	2767.0	16.9777267863	0.362	4.321162291	15.0204529501	4.47601581542	2	0.778
1234	8	B5 LM	LUKE G U	2767.5	15.7158759017	0.296	4.06296780892	16.4170852236	4.53476018808	2	0.75
1235	7	B5 LM	LUKE G U	2768.0	13.7275408332	0.259	3.20016756834	16.6932247292	4.47577013043	2	0.722
1236	7	B5 LM	LUKE G U	2768.5	14.299519225	0.226	2.64851514723	15.7056394257	4.472173549	2	0.694
1237	7	B5 LM	LUKE G U	2769.0	18.1563940242	0.203	3.53721687584	14.3422375122	4.53596672139	2	0.667
1238	7	B5 LM	LUKE G U	2769.5	22.351261457	0.194	5.69305852342	13.1923862905	4.36448518961	2	0.639
1239	7	B5 LM	LUKE G U	2770.0	27.8906503113	0.194	8.00577110656	13.1055393367	4.19195631875	2	0.611
1240	7	B5 LM	LUKE G U	2770.5	32.0133842707	0.194	10.4228874084	15.3828029082	3.93157919814	2	0.583
1241	7	B5 LM	LUKE G U	2771.0	34.4662921533	0.203	11.3832661998	17.3669884906	3.71522750824	2	0.556
1242	7	B5 LM	LUKE G U	2771.5	34.9588840706	0.212	10.3627742559	18.4667038839	3.58034286432	2	0.528
1243	7	B5 LM	LUKE G U	2772.0	36.3126320349	0.231	8.74352289389	17.1923988015	3.45829461785	2	0.5
1244	7	B5 LM	LUKE G U	2772.5	50.0199704597	0.259	7.31799332864	15.115553648	3.53397683738	2	0.472
1245	7	B5 LM	LUKE G U	2773.0	63.6381746844	0.296	6.95223578004	13.5266983739	3.63705639155	2	0.444
1246	7	B5 LM	LUKE G U	2773.5	71.3292097347	0.352	6.84978039461	12.3600680163	3.81595712764	2	0.417
1247	7	B5 LM	LUKE G U	2774.0	60.1183001362	0.362	6.26803671119	11.3918359502	4.02297906339	2	0.389
1248	7	B5 LM	LUKE G U	2774.5	41.0035148793	0.38	6.39388682475	10.4229474922	4.25156231363	2	0.361
1249	7	B5 LM	LUKE G U	2775.0	30.1642962183	0.399	5.74154578039	9.95733829258	4.37398682089	2	0.333
1250	7	B5 LM	LUKE G U	2775.5	30.5239622202	0.418	5.29645540139	9.67083690907	4.52412198587	2	0.306
1251	7	B5 LM	LUKE G U	2776.0	35.6803154371	0.436	4.79664418483	10.9503374048	4.60431320976	2	0.278
1252	7	B5 LM	LUKE G U	2776.5	38.3747725638	0.452	3.90706246783	12.1641697421	4.68770738324	2	0.25
1253	7	B5 LM	LUKE G U	2777.0	46.1374401098	0.494	2.35361705159	13.0793744395	4.71159965278	2	0.222
1254	7	B5 LM	LUKE G U	2777.5	56.1603392348	0.531	0.641269761475	14.032521863	4.65411574057	2	0.194
1255	6	B5 LM	LUKE G U	2778.0	71.2243025666	0.567	-0.0013014371961	12.8881815575	4.53145853876	2	0.167
1256	6	B5 LM	LUKE G U	2778.5	83.1652971923	0.586	0.290650792123	10.8381328663	4.43100242447	2	0.139
1257	6	B5 LM	LUKE G U	2779.0	91.4868162052	0.633	1.49264341974	7.55229027318	4.55995456856	2	0.111
1258	6	B5 LM	LUKE G U	2779.5	92.5079237723	0.651	2.09236762901	5.65976816986	4.65918842779	2	0.083
1259	6	B5 LM	LUKE G U	2780.0	90.025601819	0.661	1.93308967138	4.50995052862	4.77225041144	2	0.056
1260	6	B5 LM	LUKE G U	2780.5	86.4176578329	0.661	1.72400443717	3.85848585174	4.70170160755	2	0.028
1261	6	B5 LM	LUKE G U	2781.0	80.5412395154	0.642	1.76679584884	4.41534004953	4.58728174072	2	0.01
1262	3	C SH	LUKE G U	2781.5	79.7953329867	0.642	1.43384758855	5.93019889682	4.43743016193	1	1.0
1263	3	C SH	LUKE G U	2782.0	79.1952357084	0.614	1.0430909644	9.10080138306	4.1958615343	1	0.982
1264	3	C SH	LUKE G U	2782.5	84.2672741391	0.567	0.340869808769	12.988030299	3.84740868239	1	0.965
1265	3	C SH	LUKE G U	2783.0	88.1555096984	0.549	0.834849016665	16.438462024	3.46046432866	1	0.947
1266	3	C SH	LUKE G U	2783.5	83.7647217649	0.549	2.80622241715	18.6148717489	3.19766288304	1	0.93
1267	3	C SH	LUKE G U	2784.0	80.2964428293	0.549	5.40720199954	19.4654255231	3.05009274925	1	0.912
1268	3	C SH	LUKE G U	2784.5	76.82341001	0.558	8.04639238021	20.6421771209	3.01919617681	1	0.895
1269	3	C SH	LUKE G U	2785.0	73.8222861743	0.558	8.79294520699	20.2216583103	3.0388557621	1	0.877
1270	3	C SH	LUKE G U	2785.5	74.7269887127	0.549	9.07330015131	18.9271811615	3.0665255511	1	0.86
1271	3	C SH	LUKE G U	2786.0	74.3868062035	0.549	9.09239746587	17.7318492002	3.17851228635	1	0.842
1272	3	C SH	LUKE G U	2786.5	74.4738851504	0.539	9.64728443469	16.9764775338	3.22279054696	1	0.825
1273	3	C SH	LUKE G U	2787.0	74.5915366091	0.533	9.70940306393	16.7272411787	3.29733592318	1	0.807
1274	3	C SH	LUKE G U	2787.5	73.9597358862	0.53	8.57355041853	17.6790617221	3.29885106406	1	0.789
1275	3	C SH	LUKE G U	2788.0	73.2535443576	0.53	7.12073885319	18.4571748269	3.23884509251	1	0.772
1276	3	C SH	LUKE G U	2788.5	73.7560162491	0.53	5.51557528985	18.5834186161	3.16024066872	1	0.754
1277	3	C SH	LUKE G U	2789.0	73.4715932776	0.53	5.02231165649	17.8927190052	3.10996063781	1	0.737
1278	3	C SH	LUKE G U	2789.5	74.9326434237	0.521	5.84809184758	16.6233694177	3.10301934094	1	0.719
1279	3	C SH	LUKE G U	2790.0	76.8859577209	0.493	8.43599791479	14.9466733495	3.1968648389	1	0.702
1280	3	C SH	LUKE G U	2790.5	77.4682129269	0.483	12.1183725646	14.2248310163	3.20928009664	1	0.684
1281	3	C SH	LUKE G U	2791.0	78.43794313	0.465	13.9983758002	14.0135464884	3.27178329802	1	0.667
1282	3	C SH	LUKE G U	2791.5	78.807370681	0.455	13.9915606586	14.1664989944	3.31728019673	1	0.649
1283	3	C SH	LUKE G U	2792.0	75.9610116892	0.436	12.5767921597	14.0129735225	3.37190887925	1	0.632
1284	3	C SH	LUKE G U	2792.5	74.7664786495	0.427	11.2978352299	13.6430100165	3.41558634325	1	0.614
1285	3	C SH	LUKE G U	2793.0	74.6376442252	0.418	9.89120227671	13.7501525447	3.41385189259	1	0.596
1286	3	C SH	LUKE G U	2793.5	77.4365949645	0.409	9.38205104686	15.0666698359	3.41636391911	1	0.579
1287	3	C SH	LUKE G U	2794.0	77.3618773391	0.409	8.28914902051	17.4456115244	3.40644342702	1	0.561
1288	3	C SH	LUKE G U	2794.5	78.7272749023	0.418	6.9599745759	20.1810778023	3.29862724651	1	0.544
1289	2	C SH	LUKE G U	2795.0	80.6201799929	0.446	4.47254655228	22.6919319861	3.21244505456	1	0.526
1290	2	C SH	LUKE G U	2795.5	77.6623231611	0.455	2.25942949213	23.2547234907	3.0947391876	1	0.509
1291	2	C SH	LUKE G U	2796.0	75.8301329191	0.483	2.06758263565	22.0609416519	2.98797240817	1	0.491
1292	2	C SH	LUKE G U	2796.5	72.8236476325	0.511	5.01367841649	19.0476689835	3.02803707905	1	0.474
1293	2	C SH	LUKE G U	2797.0	72.3314796552	0.53	9.41005196327	15.3416814282	3.13318921744	1	0.456
1294	2	C SH	LUKE G U	2797.5	70.8854266955	0.549	12.8122831055	13.3650417091	3.36660603936	1	0.439
1295	2	C SH	LUKE G U	2798.0	70.053049129	0.614	12.9739553712	13.0553920849	3.57895739908	1	0.386
1296	2	C SH	LUKE G U	2798.5	66.8998975904	0.633	12.3299388444	12.7093760857	3.68920833278	1	0.368
1297	2	C SH	LUKE G U	2799.0	68.4113870812	0.642	11.639948298	12.8579982407	3.72460448947	1	0.351
1298	2	C SH	LUKE G U	2799.5	66.3618420215	0.651	11.1844756326	12.3673792962	3.69621757795	1	0.333
1299	2	C SH	LUKE G U	2800.0	67.1058339967	0.651	10.6387932	11.9620314134	3.70108548508	1	0.316
1300	2	C SH	LUKE G U	2800.5	68.44606056	0.651	10.4983407354	11.6698034656	3.73304840385	1	0.298
1301	3	C SH	LUKE G U	2801.0	68.6770256662	0.651	10.6306794309	11.8797216699	3.67839532858	1	0.281
1302	3	C SH	LUKE G U	2801.5	73.6980438619	0.633	10.3330288771	12.441423123	3.71613623133	1	0.263
1303	3	C SH	LUKE G U	2802.0	76.0009647451	0.614	8.97054140167	14.8720598982	3.71806790872	1	0.246
1304	3	C SH	LUKE G U	2802.5	79.3066137551	0.586	5.92937181045	19.2014889295	3.66454890259	1	0.228
1305	3	C SH	LUKE G U	2803.0	81.3108776777	0.567	2.37230544783	22.6765904125	3.52175854501	1	0.211
1306	3	C SH	LUKE G U	2803.5	77.1348629847	0.549	1.05030653117	23.28900223	3.27757434761	1	0.193
1307	3	C SH	LUKE G U	2804.0	75.5132899218	0.53	2.96423218535	20.8259649682	3.02404510628	1	0.175
1308	3	C SH	LUKE G U	2804.5	75.1832982242	0.511	6.1074919204	18.5480655216	3.00554316566	1	0.158
1309	3	C SH	LUKE G U	2805.0	77.3257335672	0.521	8.47568721788	16.3689612064	3.05963721157	1	0.14
1310	3	C SH	LUKE G U	2805.5	78.7754919154	0.521	10.4657099306	15.5131479835	3.25779264795	1	0.123
1311	3	C SH	LUKE G U	2806.0	79.1111115252	0.521	9.75470643259	15.7806004161	3.23489071274	1	0.105
1312	3	C SH	LUKE G U	2806.5	78.3819887966	0.53	5.78459320642	18.2304842817	2.95431158479	1	0.088
1313	3	C SH	LUKE G U	2807.0	80.8009372242	0.538	-0.288568392254	22.4542895525	2.26609926019	1	0.07
1314	3	C SH	LUKE G U	2807.5	84.2233112864	0.562	-3.74850307057	25.5189616776	1.40833807997	1	0.053
1315	3	C SH	LUKE G U	2808.0	80.2726432938	0.584	-0.969349643291	25.3978418698	0.789075914389	1	0.035
1316	3	C SH	LUKE G U	2808.5	62.7086749564	0.606	5.14718253678	18.8492797205	1.14601018104	1	0.018
1317	8	C LM	LUKE G U	2810.5	34.0939206524	0.997	8.10398672577	6.6975588857	2.53023360753	2	0.956
1318	6	C LM	LUKE G U	2811.0	18.3708609166	1.063	6.71531385926	1.45281711551	3.88402716612	2	0.941
1319	6	C LM	LUKE G U	2811.5	17.5116756215	1.109	4.34893749361	1.54008568423	4.65906862548	2	0.926
1320	6	C LM	LUKE G U	2812.0	24.8955063208	1.137	2.92331180051	4.15616954387	4.68996648953	2	0.912
1321	6	C LM	LUKE G U	2812.5	31.5476537351	1.137	3.22773409714	5.60569832734	4.44393703565	2	0.897
1322	6	C LM	LUKE G U	2813.0	35.6655567108	1.137	3.03458094854	5.5193414114	4.506273305	2	0.882
1323	6	C LM	LUKE G U	2813.5	34.1273015171	1.109	3.27821417796	4.92950972487	4.45344113216	2	0.868
1324	6	C LM	LUKE G U	2814.0	33.1849202932	1.072	2.1686848462	4.63018298051	4.55338127262	2	0.853
1325	6	C LM	LUKE G U	2814.5	30.8353981905	1.016	1.97966744149	4.88894917507	4.59919882207	2	0.838
1326	6	C LM	LUKE G U	2815.0	29.090504111	0.979	1.36977437243	5.15275255764	4.57122468724	2	0.824
1327	5	C LM	LUKE G U	2815.5	30.6902986004	0.941	2.26265432539	5.03630365285	4.46454432936	2	0.809
1328	5	C LM	LUKE G U	2816.0	33.8355578961	0.932	4.61335863008	5.57980995246	4.36817952715	2	0.794
1329	6	C LM	LUKE G U	2816.5	38.6947262515	0.932	7.02067930078	5.88435095379	4.27573219877	2	0.779
1330	6	C LM	LUKE G U	2817.0	45.4254078764	0.932	8.76858667611	6.88188215568	4.26524568241	2	0.765
1331	6	C LM	LUKE G U	2817.5	49.0701441718	0.932	8.06608768136	6.4983782688	4.24344408872	2	0.75
1332	6	C LM	LUKE G U	2818.0	48.8831154394	0.955	5.81213160983	5.68067628132	4.22860434757	2	0.735
1333	6	C LM	LUKE G U	2818.5	44.9347624787	0.979	4.15011037057	5.25259179003	4.32964456543	2	0.721
1334	6	C LM	LUKE G U	2819.0	48.4219691808	1.007	3.29427513896	5.14392233046	4.31232370074	2	0.706
1335	6	C LM	LUKE G U	2819.5	53.6676989269	1.044	3.4118633646	5.14645268453	4.46608664157	2	0.691
1336	6	C LM	LUKE G U	2820.0	54.0683887785	1.053	3.72983525929	5.40777665565	4.50251279611	2	0.676
1337	6	C LM	LUKE G U	2820.5	49.7041598779	1.044	2.89526257258	5.64709037949	4.65238018401	2	0.662
1338	6	C LM	LUKE G U	2821.0	42.4910011972	1.016	2.40769097799	5.6351928876	4.75152165337	2	0.647
1339	6	C LM	LUKE G U	2821.5	40.2694774967	0.997	1.68576211901	6.01377318849	4.78041745367	2	0.632
1340	6	C LM	LUKE G U	2822.0	42.4054751666	0.988	1.68425837572	6.35962170537	4.80862764364	2	0.618
1341	6	C LM	LUKE G U	2822.5	46.2697650204	0.969	2.6784169958	7.07911266038	4.70981089681	2	0.603
1342	6	C LM	LUKE G U	2823.0	51.1502022441	0.96	3.49669612645	7.91557573225	4.43554433774	2	0.588
1343	6	C LM	LUKE G U	2823.5	54.7929626066	0.979	3.71037493154	8.49779107791	4.19916268868	2	0.574
1344	6	C LM	LUKE G U	2824.0	53.4254758741	1.007	3.41818874621	7.57357017314	3.93103503113	2	0.559
1345	6	C LM	LUKE G U	2824.5	49.9347140785	1.081	2.32742807237	6.80550428936	3.77192079039	2	0.544
1346	6	C LM	LUKE G U	2825.0	46.3825519352	1.1	0.823789085039	5.5078216657	3.82832115485	2	0.529
1347	6	C LM	LUKE G U	2825.5	41.3255773672	1.109	0.512182372377	5.23021799686	3.83686051596	2	0.515
1348	6	C LM	LUKE G U	2826.0	39.8019338153	1.081	0.58240190716	5.09761169325	3.90383547014	2	0.5
1349	6	C LM	LUKE G U	2826.5	44.8114415779	1.025	1.35407273501	6.01825409471	3.86506095822	2	0.485
1350	6	C LM	LUKE G U	2827.0	61.9549779718	1.025	3.06829505656	6.72900110272	3.8488716871	2	0.471
1351	6	C LM	LUKE G U	2827.5	82.4502386137	1.054	5.54459333435	7.97864863609	3.89404377526	2	0.456
1352	6	C LM	LUKE G U	2828.0	110.506129597	1.072	6.1011318993	8.37280214769	4.04198496	2	0.441
1353	4	C LM	LUKE G U	2828.5	138.26031279	1.063	5.02509189298	7.47695321137	4.26607072177	2	0.426
1354	4	C LM	LUKE G U	2829.0	149.093412536	1.044	2.22925603572	6.14691435141	4.40412351647	2	0.412
1355	4	C LM	LUKE G U	2829.5	131.051446333	1.007	1.1353703709	4.77609972641	4.52736869315	2	0.397
1356	6	C LM	LUKE G U	2830.0	109.817768429	0.988	1.40727402953	4.56339494561	4.60814864103	2	0.382
1357	6	C LM	LUKE G U	2830.5	107.155573468	0.96	2.74685441115	5.63231696286	4.57593740584	2	0.368
1358	6	C LM	LUKE G U	2831.0	130.225651805	0.913	5.05423127358	6.71318934296	4.54349666459	2	0.353
1359	4	C LM	LUKE G U	2831.5	154.291840419	0.876	6.53008237248	8.5221777937	4.47172253747	2	0.338
1360	4	C LM	LUKE G U	2832.0	162.869833872	0.857	8.02812207412	10.4226483132	4.39403130299	2	0.324
1361	4	C LM	LUKE G U	2832.5	145.333606867	0.857	9.14688233184	11.8695265265	4.26899619692	2	0.309
1362	6	C LM	LUKE G U	2833.0	112.971028974	0.988	8.65255700734	11.977410404	4.29551415492	2	0.294
1363	6	C LM	LUKE G U	2833.5	81.8947735876	0.997	6.54839452635	9.84901465333	4.33834530698	2	0.279
1364	6	C LM	LUKE G U	2834.0	62.5171501175	0.988	3.25247727489	6.89751443558	4.51254184031	2	0.265
1365	6	C LM	LUKE G U	2834.5	50.2206211435	0.969	1.70141061925	4.00936098035	4.65533227412	2	0.25
1366	3	C LM	LUKE G U	2835.0	44.6456882018	0.913	0.905905005041	3.33555439521	4.78102192262	1	0.235
1367	3	C LM	LUKE G U	2835.5	44.1066108624	0.727	-1.7837642473	5.49365276122	4.75655547851	1	0.221
1368	3	C LM	LUKE G U	2836.0	48.7317024255	0.642	-7.5790469119	10.4589524905	4.42595015759	1	0.206
1369	3	C LM	LUKE G U	2836.5	57.3687380477	0.605	-12.9058840593	16.9409795963	3.94249526391	1	0.191
1370	3	C LM	LUKE G U	2837.0	66.8204985758	0.465	-13.0125870154	21.8829902211	3.27050556004	1	0.176
1371	3	C LM	LUKE G U	2837.5	76.1257590584	0.418	-9.13208589975	24.1984461106	2.82812636286	1	0.162
1372	3	C LM	LUKE G U	2838.0	80.8740251737	0.423	-2.60596296832	25.462236779	2.52503153379	1	0.147
1373	3	C LM	LUKE G U	2838.5	82.6996193246	0.436	4.23450739025	26.242489261	2.34232893476	1	0.132
1374	3	C LM	LUKE G U	2839.0	84.9342302689	0.567	9.00933788671	27.6035784284	2.37283607446	1	0.118
1375	3	C LM	LUKE G U	2839.5	85.1097730501	0.642	11.2628118694	28.810695693	2.36838224318	1	0.103
1376	8	C LM	LUKE G U	2840.0	76.3277623582	0.689	11.6371042919	26.6153062347	2.51389544824	2	0.074
1377	8	C LM	LUKE G U	2840.5	62.6221629586	0.689	10.8333335516	20.5923740318	2.72102432571	2	0.059
1378	8	C LM	LUKE G U	2841.0	44.773504319	0.633	9.30834659521	12.1482658917	3.22620233246	2	0.044
1379	8	C LM	LUKE G U	2841.5	32.360069578	0.567	7.41030605022	5.96722657757	3.93006031466	2	0.029
1380	8	C LM	LUKE G U	2842.0	33.3962894403	0.493	6.96267375607	6.31523490447	4.60497243276	2	0.015
1381	2	A1 SH	CROSS H CATTLE	2573.5	110.655595712	0.674493717	7.83761976151	11.6943396318	3.51854415137	1	1.0
1382	2	A1 SH	CROSS H CATTLE	2574.0	101.244058593	0.645225712	9.71780169895	13.1026350903	3.47218792278	1	0.987
1383	2	A1 SH	CROSS H CATTLE	2574.5	95.629329613	0.630020851	12.0813759068	14.4993113503	3.32717257709	1	0.974
1384	2	A1 SH	CROSS H CATTLE	2575.0	91.3588509088	0.60031933	14.1897834651	14.9884986781	3.21563423655	1	0.961
1385	2	A1 SH	CROSS H CATTLE	2575.5	86.0600476902	0.57863921	13.9629260682	15.8300632706	3.13662179174	1	0.947
1386	2	A1 SH	CROSS H CATTLE	2576.0	82.3798123606	0.569958818	13.3145469061	15.301674358	3.0475880121	1	0.934
1387	2	A1 SH	CROSS H CATTLE	2576.5	83.99343696	0.576456532	12.6044680571	14.5963062949	3.05381826475	1	0.921
1388	2	A1 SH	CROSS H CATTLE	2577.0	85.8537053903	0.592731766	12.8510193926	14.8063082396	3.07911942453	1	0.908
1389	2	A1 SH	CROSS H CATTLE	2577.5	83.9181754889	0.610660163	13.4268127982	14.6146687766	3.08040878821	1	0.895
1390	2	A1 SH	CROSS H CATTLE	2578.0	82.7404329999	0.623766	13.2939694582	15.1552678351	3.08009328956	1	0.882
1391	2	A1 SH	CROSS H CATTLE	2578.5	83.1338188277	0.630427875	12.8050613405	14.6755809165	3.05187403804	1	0.868
1392	2	A1 SH	CROSS H CATTLE	2579.0	83.5892642673	0.631342286	12.4864885892	14.5495351985	3.10034319002	1	0.855
1393	2	A1 SH	CROSS H CATTLE	2579.5	85.0755873386	0.629817196	12.2672292235	14.0970000593	3.15937209627	1	0.842
1394	2	A1 SH	CROSS H CATTLE	2580.0	87.1418237268	0.627365857	11.9889767421	13.2572541663	3.13236746313	1	0.829
1395	2	A1 SH	CROSS H CATTLE	2580.5	84.7666339846	0.622317661	11.7707281489	13.9838418341	3.17013502068	1	0.816
1396	2	A1 SH	CROSS H CATTLE	2581.0	84.4564666176	0.613841822	11.0640632676	12.9935428571	3.17883380698	1	0.803
1397	2	A1 SH	CROSS H CATTLE	2581.5	82.9544725355	0.602819342	10.4299222675	12.7040328565	3.11956561442	1	0.789
1398	2	A1 SH	CROSS H CATTLE	2582.0	81.3838796003	0.592176757	9.14704460644	12.7261039551	3.09308946986	1	0.776
1399	2	A1 SH	CROSS H CATTLE	2582.5	84.5562878332	0.583538819	8.092693354	12.2275120015	3.04357998847	1	0.763
1400	2	A1 SH	CROSS H CATTLE	2583.0	87.8631920366	0.575072326	7.61910371853	12.8763185078	3.09904061257	1	0.75
1401	2	A1 SH	CROSS H CATTLE	2583.5	92.9279481723	0.562887381	8.10852299926	12.6002656183	3.07134827651	1	0.737
1402	2	A1 SH	CROSS H CATTLE	2584.0	90.4465747767	0.542202782	8.80772591452	13.3769091232	3.15531197487	1	0.724
1403	2	A1 SH	CROSS H CATTLE	2584.5	85.4696555819	0.510276844	9.3808682745	13.402304875	3.15515836807	1	0.711
1404	1	A1 SH	CROSS H CATTLE	2585.0	77.9936721215	0.469085299	9.44629594188	13.7657589818	3.22812744271	1	0.697
1405	1	A1 SH	CROSS H CATTLE	2585.5	67.938219519	0.419460073	9.47152574837	13.0056491781	3.24657903204	1	0.684
1406	1	A1 SH	CROSS H CATTLE	2586.0	62.0355369346	0.366982976	8.95497124007	12.2843830034	3.24966209636	1	0.671
1407	1	A1 SH	CROSS H CATTLE	2586.5	59.1048597614	0.314709693	9.44366837941	12.1813634368	3.19114356875	1	0.658
1408	1	A1 SH	CROSS H CATTLE	2587.0	57.5896019137	0.260548373	9.29992330936	11.7638807382	3.16458475296	1	0.645
1409	1	A1 SH	CROSS H CATTLE	2587.5	58.4371650689	0.211921084	8.38892166622	13.2563273003	3.12199331088	1	0.632
1410	1	A1 SH	CROSS H CATTLE	2588.0	60.0400016191	0.172310969	7.76297320102	14.6871063276	3.00476123405	1	0.618
1411	1	A1 SH	CROSS H CATTLE	2588.5	62.6584443396	0.1430148	6.43863815294	15.1672066431	2.9441872269	1	0.605
1412	1	A1 SH	CROSS H CATTLE	2589.0	62.6404406349	0.123524981	5.76821181805	17.3961552139	2.89872041852	1	0.592
1413	1	A1 SH	CROSS H CATTLE	2589.5	61.173081327	0.111262514	4.15299444117	17.6724406543	2.87800794372	1	0.579
1414	1	A1 SH	CROSS H CATTLE	2590.0	56.3233342418	0.099335278	3.78002706365	17.4399781283	2.91579405473	1	0.553
1415	1	A1 SH	CROSS H CATTLE	2590.5	58.4982468155	0.095866453	4.30161379212	16.2670390422	2.86262257088	1	0.539
1416	1	A1 SH	CROSS H CATTLE	2591.0	61.8784882737	0.091666958	4.78369934296	16.8077561441	2.90146364034	1	0.526
1417	1	A1 SH	CROSS H CATTLE	2591.5	60.8692804222	0.084218687	4.99039661557	17.5438730787	2.81966019773	1	0.513
1418	1	A1 SH	CROSS H CATTLE	2592.0	60.9743891325	0.071882007	4.5989370421	18.4781789506	2.74930914406	1	0.5
1419	1	A1 SH	CROSS H CATTLE	2592.5	58.4847066953	0.055760465	3.88759921042	19.6198828426	2.68956515721	1	0.487
1420	1	A1 SH	CROSS H CATTLE	2593.0	56.9108073195	0.03702788	3.28734953564	20.1600673014	2.62582147846	1	0.474
1421	1	A1 SH	CROSS H CATTLE	2593.5	57.6675807279	-0.004364805	2.72231038754	19.9660873284	2.56375432689	1	0.434
1422	1	A1 SH	CROSS H CATTLE	2594.0	60.3447426385	-0.011441043	2.05726322084	20.7691070313	2.55950884385	1	0.421
1423	1	A1 SH	CROSS H CATTLE	2594.5	58.6367349597	-0.015922966	2.40588803986	19.6091118986	2.57321985824	1	0.408
1424	1	A1 SH	CROSS H CATTLE	2595.0	58.7579475908	-0.019088062	2.68963201198	19.9856176504	2.52615195971	1	0.395
1425	1	A1 SH	CROSS H CATTLE	2595.5	58.6055401311	-0.022733788	2.89969559381	20.5429166273	2.53310760771	1	0.382
1426	1	A1 SH	CROSS H CATTLE	2596.0	59.3686654918	-0.025949097	3.32892836221	20.5664367969	2.50944552039	1	0.368
1427	1	A1 SH	CROSS H CATTLE	2596.5	58.0035165064	-0.025949097	3.15294482542	20.2152339204	2.52849263972	1	0.355
1428	1	A1 SH	CROSS H CATTLE	2597.0	60.2056651981	-0.019088062	3.26979215915	20.7096254873	2.55388546419	1	0.342
1429	1	A1 SH	CROSS H CATTLE	2597.5	60.6160532487	-0.002613616	3.40249320624	20.2474928063	2.58100441233	1	0.329
1430	2	A1 SH	CROSS H CATTLE	2598.0	63.3444544945	0.02201574	3.75216615136	20.7880425575	2.65072471652	1	0.316
1431	2	A1 SH	CROSS H CATTLE	2598.5	66.0818547946	0.055378331	4.20661083428	19.7559088588	2.65763714182	1	0.303
1432	2	A1 SH	CROSS H CATTLE	2599.0	75.6221115339	0.095518042	3.78596464025	19.7332406408	2.69008623952	1	0.289
1433	2	A1 SH	CROSS H CATTLE	2599.5	81.9882539345	0.13893394	4.366471491	18.1527662157	2.71970861561	1	0.276
1434	2	A1 SH	CROSS H CATTLE	2600.0	87.7315079357	0.181843588	5.02643635597	17.1571226991	2.72374660475	1	0.263
1435	1	A1 SH	CROSS H CATTLE	2600.5	88.2259379492	0.222196046	6.08094473734	17.19725987	2.76734246083	1	0.25
1436	1	A1 SH	CROSS H CATTLE	2601.0	81.4725340717	0.283074975	6.98134469653	17.5609204735	2.84854478938	1	0.224
1437	1	A1 SH	CROSS H CATTLE	2601.5	70.8389634592	0.292034436	7.18609176914	17.0192739526	2.86183826883	1	0.211
1438	1	A1 SH	CROSS H CATTLE	2602.0	64.9368838966	0.287353773	6.86773797882	15.5794786996	2.9055792132	1	0.197
1439	1	A1 SH	CROSS H CATTLE	2602.5	64.3798999736	0.273464273	6.20798101959	15.696674661	2.90757132234	1	0.184
1440	1	A1 SH	CROSS H CATTLE	2603.0	66.9476978304	0.259593879	5.68632840581	15.2463172419	2.86744731296	1	0.171
1441	1	A1 SH	CROSS H CATTLE	2603.5	70.9170676167	0.249931757	5.06953446851	16.1168832536	2.83671463608	1	0.158
1442	2	A1 SH	CROSS H CATTLE	2604.0	75.6525814384	0.247482261	5.42346130413	16.1646354955	2.79259278477	1	0.145
1443	2	A1 SH	CROSS H CATTLE	2604.5	82.4211768788	0.255272505	5.49056345587	16.0771400368	2.79621087413	1	0.132
1444	3	A1 SH	CROSS H CATTLE	2605.0	89.1878222206	0.273464273	5.79652981984	16.7109141416	2.78177853636	1	0.118
1445	2	A1 SH	CROSS H CATTLE	2605.5	95.9390862609	0.300812794	5.21707161642	18.9508122774	2.73657489001	1	0.105
1446	2	A1 SH	CROSS H CATTLE	2606.0	96.8009458119	0.33405144	4.16113776258	23.3842276992	2.65898010878	1	0.092
